2026-03-06 23:57:03,047 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:13,592 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:13,663 | DEBUG | attack | Transaction ID: 202603062208282030042860309606400
2026-03-07 00:08:13,664 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:13,759 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:13,770 | DEBUG | attack | Extracted userId: 52425724
2026-03-07 00:08:13,776 | DEBUG | attack | Extracted userId: 46295381
2026-03-07 00:08:13,779 | DEBUG | attack | Transaction ID: 202603062208282030042860204744704
2026-03-07 00:08:13,782 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:13,893 | DEBUG | attack | Share link created: https://s.cwallet.com/19zmxwe
2026-03-07 00:08:13,896 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:13,986 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:13,986 | DEBUG | attack | Target address: 0x7dfa3679595eb69d49545faf296582309e4f919d | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:13,988 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:14,085 | DEBUG | attack | Transaction result: {'bill_id': '202603062208282030042860198854656', 'type': 3}
2026-03-07 00:08:14,088 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:14,188 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:14,189 | DEBUG | attack | Target address: 0x4d13762c6ccfdcb3e2df8c48cc70ce838689e0d7 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:14,189 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:14,910 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:14,933 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:14,956 | DEBUG | attack | Share link created: https://s.cwallet.com/10die3f
2026-03-07 00:08:14,957 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:15,033 | DEBUG | attack | Transaction ID: 202603062208302030042867641249792
2026-03-07 00:08:15,034 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:15,136 | DEBUG | attack | Share link created: https://s.cwallet.com/16ulys9
2026-03-07 00:08:15,138 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:15,227 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:15,229 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:15,671 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:16,005 | DEBUG | attack | Share link created: https://s.cwallet.com/15tq04u
2026-03-07 00:08:16,005 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:16,089 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:16,181 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:16,273 | DEBUG | attack | Extracted userId: 55800113
2026-03-07 00:08:16,282 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:16,283 | DEBUG | attack | Target address: 0x1b2e5187cb2b30c3cd1c5d78ae089cf92b778a47 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:16,283 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:16,418 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:16,420 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:16,528 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:16,529 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:17,090 | DEBUG | attack | Generated billId: 202603062208342030042881921155072
2026-03-07 00:08:17,091 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:17,232 | DEBUG | attack | Generated billId: 202603062208342030042882793570304
2026-03-07 00:08:17,233 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:17,365 | DEBUG | attack | Generated billId: 202603062208342030042882894233600
2026-03-07 00:08:17,367 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:17,472 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:17,474 | DEBUG | attack | Extracted userId: 48032054
2026-03-07 00:08:17,483 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:17,484 | DEBUG | attack | Target address: 0xa29096b7976e140022b29b8fe64e80f182983534 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:17,484 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:17,587 | DEBUG | attack | Extracted userId: 35694004
2026-03-07 00:08:17,595 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:17,597 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:17,753 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:17,754 | DEBUG | attack | Target address: 0x7ee1379635ac747593dd826e3f005db9e1652169 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:17,754 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:18,098 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:18,258 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:19,013 | DEBUG | attack | Transaction result: {'bill_id': '202603062208342030042881921155072', 'type': 3}
2026-03-07 00:08:19,013 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:19,163 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:19,168 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:19,170 | DEBUG | attack | Extracted userId: 35694004
2026-03-07 00:08:19,188 | DEBUG | attack | Generated billId: 202603062208362030042890548838400
2026-03-07 00:08:19,194 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:19,345 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:19,356 | DEBUG | attack | Target address: 0x2f3adc6c4b7761c21f1530d85e95715f749387c4 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:19,356 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:19,484 | DEBUG | attack | Generated billId: 202603062208362030042890515283968
2026-03-07 00:08:19,485 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:19,695 | DEBUG | attack | Transaction result: {'bill_id': '202603062208342030042882793570304', 'type': 3}
2026-03-07 00:08:19,696 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:19,803 | DEBUG | attack | Transaction result: {'bill_id': '202603062208342030042882894233600', 'type': 3}
2026-03-07 00:08:19,804 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:20,328 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:20,565 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:20,587 | DEBUG | attack | Transaction ID: 202603062208352030042889527123968
2026-03-07 00:08:20,596 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:20,708 | DEBUG | attack | Transaction ID: 202603062208362030042890449870848
2026-03-07 00:08:20,710 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:20,806 | DEBUG | attack | Transaction ID: 202603062208362030042890089160704
2026-03-07 00:08:20,807 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:20,922 | DEBUG | attack | Transaction result: {'bill_id': '202603062208362030042890515283968', 'type': 3}
2026-03-07 00:08:20,923 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:21,017 | DEBUG | attack | Transaction result: {'bill_id': '202603062208362030042890548838400', 'type': 3}
2026-03-07 00:08:21,019 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:21,541 | DEBUG | attack | Generated billId: 202603062208382030042900585807872
2026-03-07 00:08:21,543 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:21,636 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:21,722 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:21,851 | DEBUG | attack | Transaction ID: 202603062208372030042897206894592
2026-03-07 00:08:21,852 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:21,939 | DEBUG | attack | Transaction ID: 202603062208372030042896917487616
2026-03-07 00:08:21,940 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:22,010 | DEBUG | attack | Share link created: https://s.cwallet.com/19zwln0
2026-03-07 00:08:22,012 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:22,110 | DEBUG | attack | Share link created: https://s.cwallet.com/17kk7ki
2026-03-07 00:08:22,114 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:22,206 | DEBUG | attack | Share link created: https://s.cwallet.com/17dj84r
2026-03-07 00:08:22,207 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:22,751 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:22,966 | DEBUG | attack | Generated billId: 202603062208402030042906843709440
2026-03-07 00:08:22,967 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:23,063 | DEBUG | attack | Generated billId: 202603062208392030042906667548672
2026-03-07 00:08:23,063 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:23,184 | DEBUG | attack | Share link created: https://s.cwallet.com/12m9g1g
2026-03-07 00:08:23,184 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:23,287 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:23,290 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:23,388 | DEBUG | attack | Transaction result: {'bill_id': '202603062208382030042900585807872', 'type': 3}
2026-03-07 00:08:23,388 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:23,491 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:23,492 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:23,580 | DEBUG | attack | Share link created: https://s.cwallet.com/x2th68
2026-03-07 00:08:23,582 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:23,680 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:23,682 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:24,067 | DEBUG | attack | Generated billId: 202603062208412030042911499386880
2026-03-07 00:08:24,068 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:24,369 | DEBUG | attack | Transaction ID: 202603062208402030042907004792832
2026-03-07 00:08:24,370 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:24,452 | DEBUG | attack | Extracted userId: 57306470
2026-03-07 00:08:24,454 | DEBUG | attack | Extracted userId: 45921463
2026-03-07 00:08:24,455 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:24,455 | DEBUG | attack | Target address: 0x01acbb5cf30c678d4e2edb7e47810138bb59c42c | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:24,455 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:24,543 | DEBUG | attack | Transaction result: {'bill_id': '202603062208402030042906843709440', 'type': 3}
2026-03-07 00:08:24,544 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:24,644 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:24,645 | DEBUG | attack | Target address: 0x0bec6773f2879c63ae290e7dbbe534c07567485d | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:24,645 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:24,758 | DEBUG | attack | Transaction result: {'bill_id': '202603062208392030042906667548672', 'type': 3}
2026-03-07 00:08:24,759 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:24,868 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:24,869 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:24,955 | DEBUG | attack | Extracted userId: 57004120
2026-03-07 00:08:24,959 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:24,961 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:25,056 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:25,056 | DEBUG | attack | Target address: 0xafd64d9efaf6cf0ec5ac85298b72e2ea2b531057 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:25,056 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:25,407 | DEBUG | attack | Transaction result: {'bill_id': '202603062208412030042911499386880', 'type': 3}
2026-03-07 00:08:25,408 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:25,716 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:25,795 | DEBUG | attack | Share link created: https://s.cwallet.com/16vgbgn
2026-03-07 00:08:25,796 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:25,901 | DEBUG | attack | Extracted userId: 50497179
2026-03-07 00:08:25,904 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:25,906 | DEBUG | attack | Transaction ID: 202603062208412030042912268640256
2026-03-07 00:08:25,907 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:26,048 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:26,052 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:26,052 | DEBUG | attack | Target address: 0xad9c908270289c6ae5192854ed870c851047d66d | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:26,053 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:26,162 | DEBUG | attack | Extracted userId: 34889680
2026-03-07 00:08:26,165 | DEBUG | attack | Transaction ID: 202603062208412030042912780345344
2026-03-07 00:08:26,168 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:26,292 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:26,294 | DEBUG | attack | Target address: 0x62296526bb2d4e8a6c0ec77d76c44a181f2b23a8 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:26,294 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:26,385 | DEBUG | attack | Transaction ID: 202603062208422030042916123205632
2026-03-07 00:08:26,386 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:27,147 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:27,185 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:27,187 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:27,289 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:27,293 | DEBUG | attack | Share link created: https://s.cwallet.com/13o6s9x
2026-03-07 00:08:27,294 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:27,388 | DEBUG | attack | Share link created: https://s.cwallet.com/1840ela
2026-03-07 00:08:27,389 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:27,505 | DEBUG | attack | Share link created: https://s.cwallet.com/12dlolw
2026-03-07 00:08:27,507 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:28,246 | DEBUG | attack | Extracted userId: 47835772
2026-03-07 00:08:28,247 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:28,247 | DEBUG | attack | Target address: 0xd2eef8f94af152b03f520762c606da6b9bbd3baa | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:28,247 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:28,380 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:28,498 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:28,501 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:28,614 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:28,616 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:28,702 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:28,704 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:28,801 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:28,895 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:29,620 | DEBUG | attack | Extracted userId: 56455054
2026-03-07 00:08:29,621 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:29,621 | DEBUG | attack | Target address: 0x2e09797cd61394233502418b482c0a5c0c2c0f91 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:29,621 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:29,753 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:29,756 | DEBUG | attack | Extracted userId: 35175178
2026-03-07 00:08:29,761 | DEBUG | attack | Extracted userId: 57928104
2026-03-07 00:08:29,764 | DEBUG | attack | Generated billId: 202603062208462030042934748413952
2026-03-07 00:08:29,765 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:29,871 | DEBUG | attack | Generated billId: 202603062208462030042935054598144
2026-03-07 00:08:29,871 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:29,972 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:29,973 | DEBUG | attack | Target address: 0x47679f524ea6b491aace3491d31ac9da97294d61 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:29,973 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:30,070 | DEBUG | attack | Generated billId: 202603062208462030042935960567808
2026-03-07 00:08:30,071 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:30,164 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:30,256 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:30,353 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:30,354 | DEBUG | attack | Target address: 0x6859b7032dc52a9550016c004937e04bd5f95456 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:30,354 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:31,087 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:31,091 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:31,136 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:31,173 | DEBUG | attack | Generated billId: 202603062208482030042941283139584
2026-03-07 00:08:31,174 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:31,276 | DEBUG | attack | Generated billId: 202603062208482030042941048258560
2026-03-07 00:08:31,277 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:31,448 | DEBUG | attack | Transaction result: {'bill_id': '202603062208462030042934748413952', 'type': 3}
2026-03-07 00:08:31,448 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:31,550 | DEBUG | attack | Transaction result: {'bill_id': '202603062208462030042935054598144', 'type': 3}
2026-03-07 00:08:31,551 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:31,628 | DEBUG | attack | Transaction result: {'bill_id': '202603062208462030042935960567808', 'type': 3}
2026-03-07 00:08:31,629 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:32,280 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:32,412 | DEBUG | attack | Transaction ID: 202603062208482030042941012209664
2026-03-07 00:08:32,413 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:32,518 | DEBUG | attack | Transaction ID: 202603062208482030042941028986880
2026-03-07 00:08:32,519 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:32,624 | DEBUG | attack | Transaction ID: 202603062208482030042941301616640
2026-03-07 00:08:32,625 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:32,730 | DEBUG | attack | Transaction result: {'bill_id': '202603062208482030042941048258560', 'type': 3}
2026-03-07 00:08:32,731 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:32,850 | DEBUG | attack | Transaction result: {'bill_id': '202603062208482030042941283139584', 'type': 3}
2026-03-07 00:08:32,852 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:33,541 | DEBUG | attack | Generated billId: 202603062208502030042950917455872
2026-03-07 00:08:33,542 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:33,642 | DEBUG | attack | Share link created: https://s.cwallet.com/1dbm9zy
2026-03-07 00:08:33,643 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:33,750 | DEBUG | attack | Share link created: https://s.cwallet.com/x49lst
2026-03-07 00:08:33,751 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:33,852 | DEBUG | attack | Transaction ID: 202603062208492030042946397691904
2026-03-07 00:08:33,854 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:33,939 | DEBUG | attack | Share link created: https://s.cwallet.com/1acakhv
2026-03-07 00:08:33,940 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:34,033 | DEBUG | attack | Transaction ID: 202603062208492030042946359943168
2026-03-07 00:08:34,035 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:34,141 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:34,242 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:34,339 | DEBUG | attack | Step 2: Generating new bill ID
2026-03-07 00:08:35,078 | DEBUG | attack | Generated billId: 202603062208522030042957678673920
2026-03-07 00:08:35,079 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:35,225 | DEBUG | attack | Generated billId: 202603062208522030042957779337216
2026-03-07 00:08:35,226 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:35,402 | DEBUG | attack | Generated billId: 202603062208522030042957812891648
2026-03-07 00:08:35,403 | DEBUG | attack | Step 3: Making transaction
2026-03-07 00:08:35,499 | DEBUG | attack | Share link created: https://s.cwallet.com/14u7nrf
2026-03-07 00:08:35,500 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:35,590 | DEBUG | attack | Share link created: https://s.cwallet.com/yjtaij
2026-03-07 00:08:35,591 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:35,703 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:35,704 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:35,815 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:35,817 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:35,930 | DEBUG | attack | Transaction result: {'bill_id': '202603062208502030042950917455872', 'type': 3}
2026-03-07 00:08:35,931 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:36,019 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:36,021 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:36,759 | DEBUG | attack | Extracted userId: 30905679
2026-03-07 00:08:36,762 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:36,762 | DEBUG | attack | Target address: 0x0265a0e7a1653520dc915acca00d0f015bcd3cc6 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:36,762 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:36,950 | DEBUG | attack | Transaction ID: 202603062208522030042957772648448
2026-03-07 00:08:36,950 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:37,054 | DEBUG | attack | Extracted userId: 57928104
2026-03-07 00:08:37,057 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:37,058 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:37,192 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:37,193 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:37,286 | DEBUG | attack | Extracted userId: 38429696
2026-03-07 00:08:37,289 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:37,289 | DEBUG | attack | Target address: 0x5c88185318825cb7ba492e299c7eae8c3566b9a0 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:37,289 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:37,389 | DEBUG | attack | Transaction result: {'bill_id': '202603062208522030042957678673920', 'type': 3}
2026-03-07 00:08:37,390 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:37,501 | DEBUG | attack | Transaction result: {'bill_id': '202603062208522030042957779337216', 'type': 3}
2026-03-07 00:08:37,502 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:37,617 | DEBUG | attack | Transaction result: {'bill_id': '202603062208522030042957812891648', 'type': 3}
2026-03-07 00:08:37,619 | DEBUG | attack | Step 4: Fetching transaction ID
2026-03-07 00:08:37,714 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:37,715 | DEBUG | attack | Target address: 0x6256f24d0e4288798c329edc96b4d1cc3ffbdbb8 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:37,715 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:38,462 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:38,472 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:38,477 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:38,482 | DEBUG | attack | Transaction ID: 202603062208532030042964886183937
2026-03-07 00:08:38,484 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:38,596 | DEBUG | attack | Extracted userId: 57966931
2026-03-07 00:08:38,604 | DEBUG | attack | Extracted userId: 34835249
2026-03-07 00:08:38,608 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:38,608 | DEBUG | attack | Target address: 0x4dae2e90573440f4ec34f61996c8e1bd27e3580b | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:38,608 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:38,711 | DEBUG | attack | Transaction ID: 202603062208532030042964793909248
2026-03-07 00:08:38,712 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:38,809 | DEBUG | attack | Share link created: https://s.cwallet.com/1d08f03
2026-03-07 00:08:38,811 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:38,913 | DEBUG | attack | Transaction ID: 202603062208532030042964886183936
2026-03-07 00:08:38,914 | DEBUG | attack | Step 5: Creating transaction share link
2026-03-07 00:08:39,010 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:39,011 | DEBUG | attack | Target address: 0x3d3c8c3e761aa674de072d81607cc8662e627d6b | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:39,011 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:39,707 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:39,829 | DEBUG | attack | Share link created: https://s.cwallet.com/14ondgi
2026-03-07 00:08:39,831 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:39,937 | DEBUG | attack | Address confirmed as internal
2026-03-07 00:08:39,940 | DEBUG | attack | Share link created: https://s.cwallet.com/16b50g3
2026-03-07 00:08:39,941 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:40,038 | DEBUG | attack | Share link created: https://s.cwallet.com/12gy92o
2026-03-07 00:08:40,039 | DEBUG | attack | Step 6: Canceling transaction
2026-03-07 00:08:40,143 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:40,144 | DEBUG | attack | Step 7: Getting user ID from share link
2026-03-07 00:08:40,942 | DEBUG | attack | Extracted userId: 54482181
2026-03-07 00:08:40,943 | DEBUG | attack | Starting executeFullTransaction
2026-03-07 00:08:40,944 | DEBUG | attack | Target address: 0x6cfea20a235d1560b20b169308eea07241950693 | Amount: 0.00000001 | Coin: ETH
2026-03-07 00:08:40,944 | DEBUG | attack | Step 1: Checking internal address
2026-03-07 00:08:41,069 | DEBUG | attack | Transaction canceled successfully
2026-03-07 00:08:41,070 | DEBUG | attack | Step 7: Getting user ID from share link
